code_id,code,code_tokens
82,"def get(cls, channel, start, end, bits=None, **kwargs):
        
        new = cls.DictClass.get([channel], start, end, **kwargs)[channel]
        if bits:
            new.bits = bits
        return new","[""def"", ""get"", ""("", ""cls"", "","", ""channel"", "","", ""start"", "","", ""end"", "","", ""bits"", ""="", ""none"", "","", ""*"", ""*"", ""kwargs"", "")"", "":"", ""new"", ""="", ""cls"", ""."", ""dict"", ""class"", ""."", ""get"", ""("", ""["", ""channel"", ""]"", "","", ""start"", "","", ""end"", "","", ""*"", ""*"", ""kwargs"", "")"", ""["", ""channel"", ""]"", ""if"", ""bits"", "":"", ""new"", ""."", ""bits"", ""="", ""bits"", ""return"", ""new""]"
83,"def simplify_spline(self, path_indexes=None, smooth=.0002):
        
        return simplify.simplify_spline(self,
                                        path_indexes=path_indexes,
                                        smooth=smooth)","[""def"", ""simplify"", ""spline"", ""("", ""self"", "","", ""path"", ""indexes"", ""="", ""none"", "","", ""smooth"", ""="", ""."", ""<"", ""num"", "">"", "")"", "":"", ""return"", ""simplify"", ""."", ""simplify"", ""spline"", ""("", ""self"", "","", ""path"", ""indexes"", ""="", ""path"", ""indexes"", "","", ""smooth"", ""="", ""smooth"", "")""]"
84,"def get_attributes(self, attributes, default=):
        
        if isinstance(attributes, str):
            attributes = [attributes]

        attrs = [getattr(self, attr, default) for attr in attributes]

        if len(attrs) == 1:
            return attrs[0]

        return tuple(attrs)","[""def"", ""get"", ""attributes"", ""("", ""self"", "","", ""attributes"", "","", ""default"", ""="", "")"", "":"", ""if"", ""isinstance"", ""("", ""attributes"", "","", ""str"", "")"", "":"", ""attributes"", ""="", ""["", ""attributes"", ""]"", ""attrs"", ""="", ""["", ""getattr"", ""("", ""self"", "","", ""attr"", "","", ""default"", "")"", ""for"", ""attr"", ""in"", ""attributes"", ""]"", ""if"", ""len"", ""("", ""attrs"", "")"", ""="", ""="", ""<"", ""num"", "">"", "":"", ""return"", ""attrs"", ""["", ""<"", ""num"", "">"", ""]"", ""return"", ""tuple"", ""("", ""attrs"", "")""]"
85,"def update(self, *data, **kwargs):
        
        updated_item_count = 0
        try:
            items = self.all()

            for item in items:
                item.update(*data, **kwargs)
                updated_item_count += 1
        except Exception:
            
            raise

        return updated_item_count","[""def"", ""update"", ""("", ""self"", "","", ""*"", ""data"", "","", ""*"", ""*"", ""kwargs"", "")"", "":"", ""updated"", ""item"", ""count"", ""="", ""<"", ""num"", "">"", ""try"", "":"", ""items"", ""="", ""self"", ""."", ""all"", ""("", "")"", ""for"", ""item"", ""in"", ""items"", "":"", ""item"", ""."", ""update"", ""("", ""*"", ""data"", "","", ""*"", ""*"", ""kwargs"", "")"", ""updated"", ""item"", ""count"", ""+"", ""="", ""<"", ""num"", "">"", ""except"", ""exception"", "":"", ""raise"", ""return"", ""updated"", ""item"", ""count""]"
86,"def name(self, decl_string):
        
        if not self.has_pattern(decl_string):
            return decl_string
        args_begin = decl_string.find(self.__begin)
        return decl_string[0: args_begin].strip()","[""def"", ""name"", ""("", ""self"", "","", ""decl"", ""string"", "")"", "":"", ""if"", ""not"", ""self"", ""."", ""has"", ""pattern"", ""("", ""decl"", ""string"", "")"", "":"", ""return"", ""decl"", ""string"", ""args"", ""begin"", ""="", ""decl"", ""string"", ""."", ""find"", ""("", ""self"", ""."", ""begin"", "")"", ""return"", ""decl"", ""string"", ""["", ""<"", ""num"", "">"", "":"", ""args"", ""begin"", ""]"", ""."", ""strip"", ""("", "")""]"
87,"def DeleteInstance(self, InstanceName, **extra):
        
        

        exc = None
        method_name = 

        if self._operation_recorders:
            self.operation_recorder_reset()
            self.operation_recorder_stage_pywbem_args(
                method=method_name,
                InstanceName=InstanceName,
                **extra)

        try:

            stats = self.statistics.start_timer(method_name)
            namespace = self._iparam_namespace_from_objectname(
                InstanceName, )
            instancename = self._iparam_instancename(InstanceName)

            self._imethodcall(
                method_name,
                namespace,
                InstanceName=instancename,
                has_return_value=False,
                **extra)
            return

        except (CIMXMLParseError, XMLParseError) as exce:
            exce.request_data = self.last_raw_request
            exce.response_data = self.last_raw_reply
            exc = exce
            raise
        except Exception as exce:
            exc = exce
            raise
        finally:
            self._last_operation_time = stats.stop_timer(
                self.last_request_len, self.last_reply_len,
                self.last_server_response_time, exc)
            if self._operation_recorders:
                self.operation_recorder_stage_result(None, exc)","[""def"", ""delete"", ""instance"", ""("", ""self"", "","", ""instance"", ""name"", "","", ""*"", ""*"", ""extra"", "")"", "":"", ""exc"", ""="", ""none"", ""method"", ""name"", ""="", ""if"", ""self"", ""."", ""operation"", ""recorders"", "":"", ""self"", ""."", ""operation"", ""recorder"", ""reset"", ""("", "")"", ""self"", ""."", ""operation"", ""recorder"", ""stage"", ""pywbem"", ""args"", ""("", ""method"", ""="", ""method"", ""name"", "","", ""instance"", ""name"", ""="", ""instance"", ""name"", "","", ""*"", ""*"", ""extra"", "")"", ""try"", "":"", ""stats"", ""="", ""self"", ""."", ""statistics"", ""."", ""start"", ""timer"", ""("", ""method"", ""name"", "")"", ""namespace"", ""="", ""self"", ""."", ""iparam"", ""namespace"", ""from"", ""objectname"", ""("", ""instance"", ""name"", "","", "")"", ""instancename"", ""="", ""self"", ""."", ""iparam"", ""instancename"", ""("", ""instance"", ""name"", "")"", ""self"", ""."", ""imethodcall"", ""("", ""method"", ""name"", "","", ""namespace"", "","", ""instance"", ""name"", ""="", ""instancename"", "","", ""has"", ""return"", ""value"", ""="", ""false"", "","", ""*"", ""*"", ""extra"", "")"", ""return"", ""except"", ""("", ""cimxml"", ""parse"", ""error"", "","", ""xml"", ""parse"", ""error"", "")"", ""as"", ""exce"", "":"", ""exce"", ""."", ""request"", ""data"", ""="", ""self"", ""."", ""last"", ""raw"", ""request"", ""exce"", ""."", ""response"", ""data"", ""="", ""self"", ""."", ""last"", ""raw"", ""reply"", ""exc"", ""="", ""exce"", ""raise"", ""except"", ""exception"", ""as"", ""exce"", "":"", ""exc"", ""="", ""exce"", ""raise"", ""finally"", "":"", ""self"", ""."", ""last"", ""operation"", ""time"", ""="", ""stats"", ""."", ""stop"", ""timer"", ""("", ""self"", ""."", ""last"", ""request"", ""len"", "","", ""self"", ""."", ""last"", ""reply"", ""len"", "","", ""self"", ""."", ""last"", ""server"", ""response"", ""time"", "","", ""exc"", "")"", ""if"", ""self"", ""."", ""operation"", ""recorders"", "":"", ""self"", ""."", ""operation"", ""recorder"", ""stage"", ""result"", ""("", ""none"", "","", ""exc"", "")""]"
88,"def map2cube(data_map, layout):
    r

    if np.all(np.array(data_map.shape) % np.array(layout)):
        raise ValueError(
                         )

    d_shape = np.array(data_map.shape) // np.array(layout)

    return np.array([data_map[(slice(i * d_shape[0], (i + 1) * d_shape[0]),
                    slice(j * d_shape[1], (j + 1) * d_shape[1]))] for i in
                    range(layout[0]) for j in range(layout[1])])","[""def"", ""map"", ""2"", ""cube"", ""("", ""data"", ""map"", "","", ""layout"", "")"", "":"", ""r"", ""if"", ""np"", ""."", ""all"", ""("", ""np"", ""."", ""array"", ""("", ""data"", ""map"", ""."", ""shape"", "")"", ""%"", ""np"", ""."", ""array"", ""("", ""layout"", "")"", "")"", "":"", ""raise"", ""value"", ""error"", ""("", "")"", ""d"", ""shape"", ""="", ""np"", ""."", ""array"", ""("", ""data"", ""map"", ""."", ""shape"", "")"", ""return"", ""np"", ""."", ""array"", ""("", ""["", ""data"", ""map"", ""["", ""("", ""slice"", ""("", ""i"", ""*"", ""d"", ""shape"", ""["", ""<"", ""num"", "">"", ""]"", "","", ""("", ""i"", ""+"", ""<"", ""num"", "">"", "")"", ""*"", ""d"", ""shape"", ""["", ""<"", ""num"", "">"", ""]"", "")"", "","", ""slice"", ""("", ""j"", ""*"", ""d"", ""shape"", ""["", ""<"", ""num"", "">"", ""]"", "","", ""("", ""j"", ""+"", ""<"", ""num"", "">"", "")"", ""*"", ""d"", ""shape"", ""["", ""<"", ""num"", "">"", ""]"", "")"", "")"", ""]"", ""for"", ""i"", ""in"", ""range"", ""("", ""layout"", ""["", ""<"", ""num"", "">"", ""]"", "")"", ""for"", ""j"", ""in"", ""range"", ""("", ""layout"", ""["", ""<"", ""num"", "">"", ""]"", "")"", ""]"", "")""]"
89,"def add_rule_to_model(model, rule, annotations=None):
    
    try:
        model.add_component(rule)
        
        if annotations:
            model.annotations += annotations
    
    except ComponentDuplicateNameError:
        msg = ""Rule %s already in model! Skipping."" % rule.name
        logger.debug(msg)","[""def"", ""add"", ""rule"", ""to"", ""model"", ""("", ""model"", "","", ""rule"", "","", ""annotations"", ""="", ""none"", "")"", "":"", ""try"", "":"", ""model"", ""."", ""add"", ""component"", ""("", ""rule"", "")"", ""if"", ""annotations"", "":"", ""model"", ""."", ""annotations"", ""+"", ""="", ""annotations"", ""except"", ""component"", ""duplicate"", ""name"", ""error"", "":"", ""msg"", ""="", ""<"", ""str"", "">"", ""%"", ""rule"", ""."", ""name"", ""logger"", ""."", ""debug"", ""("", ""msg"", "")""]"
90,"def updatewhere(clas,pool_or_cursor,where_keys,**update_keys):
    ""this doesn,=%s and update %s set %s where %s'%(clas.TABLE,setclause,whereclause)
    vals = tuple(update_keys.values()+where_keys.values())
    commit_or_execute(pool_or_cursor,q,vals)","[""def"", ""updatewhere"", ""("", ""clas"", "","", ""pool"", ""or"", ""cursor"", "","", ""where"", ""keys"", "","", ""*"", ""*"", ""update"", ""keys"", "")"", "":"", ""this"", ""doesn"", "","", ""="", ""%"", ""s"", ""and"", ""update"", ""%"", ""s"", ""set"", ""%"", ""s"", ""where"", ""%"", ""s"", ""%"", ""("", ""clas"", ""."", ""table"", "","", ""setclause"", "","", ""whereclause"", "")"", ""vals"", ""="", ""tuple"", ""("", ""update"", ""keys"", ""."", ""values"", ""("", "")"", ""+"", ""where"", ""keys"", ""."", ""values"", ""("", "")"", "")"", ""commit"", ""or"", ""execute"", ""("", ""pool"", ""or"", ""cursor"", "","", ""q"", "","", ""vals"", "")""]"
91,"def _set_attribute(self, attribute, name, value):
        
        try:
            if attribute is None:
                attribute = self._attribute_file_open( name )
            else:
                attribute.seek(0)

            if isinstance(value, str):
                value = value.encode()
            attribute.write(value)
            attribute.flush()
        except Exception as ex:
            self._raise_friendly_access_error(ex, name)
        return attribute","[""def"", ""set"", ""attribute"", ""("", ""self"", "","", ""attribute"", "","", ""name"", "","", ""value"", "")"", "":"", ""try"", "":"", ""if"", ""attribute"", ""is"", ""none"", "":"", ""attribute"", ""="", ""self"", ""."", ""attribute"", ""file"", ""open"", ""("", ""name"", "")"", ""else"", "":"", ""attribute"", ""."", ""seek"", ""("", ""<"", ""num"", "">"", "")"", ""if"", ""isinstance"", ""("", ""value"", "","", ""str"", "")"", "":"", ""value"", ""="", ""value"", ""."", ""encode"", ""("", "")"", ""attribute"", ""."", ""write"", ""("", ""value"", "")"", ""attribute"", ""."", ""flush"", ""("", "")"", ""except"", ""exception"", ""as"", ""ex"", "":"", ""self"", ""."", ""raise"", ""friendly"", ""access"", ""error"", ""("", ""ex"", "","", ""name"", "")"", ""return"", ""attribute""]"
92,"def link_set(self, rel, href, allow_duplicates=False, **atts):
        
        if (self.ln is None):
            
            self.ln = []
            link = None
        else:
            link = self.link(rel)
        if (link is not None and not allow_duplicates):
            
            link[] = href
        else:
            
            link = {: rel, : href}
            self.ln.append(link)
        for k in atts:
            link[k] = atts[k]","[""def"", ""link"", ""set"", ""("", ""self"", "","", ""rel"", "","", ""href"", "","", ""allow"", ""duplicates"", ""="", ""false"", "","", ""*"", ""*"", ""atts"", "")"", "":"", ""if"", ""("", ""self"", ""."", ""ln"", ""is"", ""none"", "")"", "":"", ""self"", ""."", ""ln"", ""="", ""["", ""]"", ""link"", ""="", ""none"", ""else"", "":"", ""link"", ""="", ""self"", ""."", ""link"", ""("", ""rel"", "")"", ""if"", ""("", ""link"", ""is"", ""not"", ""none"", ""and"", ""not"", ""allow"", ""duplicates"", "")"", "":"", ""link"", ""["", ""]"", ""="", ""href"", ""else"", "":"", ""link"", ""="", ""{"", "":"", ""rel"", "","", "":"", ""href"", ""}"", ""self"", ""."", ""ln"", ""."", ""append"", ""("", ""link"", "")"", ""for"", ""k"", ""in"", ""atts"", "":"", ""link"", ""["", ""k"", ""]"", ""="", ""atts"", ""["", ""k"", ""]""]"
93,"def _clear_maximum_terms(self, match_key):
        
        try:  
            del self._query_terms[match_key][]
        except KeyError:
            pass
        try:  
            del self._query_terms[match_key][]
        except KeyError:
            pass
        try:
            if self._query_terms[match_key] == {}:
                del self._query_terms[match_key]
        except KeyError:
            pass","[""def"", ""clear"", ""maximum"", ""terms"", ""("", ""self"", "","", ""match"", ""key"", "")"", "":"", ""try"", "":"", ""del"", ""self"", ""."", ""query"", ""terms"", ""["", ""match"", ""key"", ""]"", ""["", ""]"", ""except"", ""key"", ""error"", "":"", ""pass"", ""try"", "":"", ""del"", ""self"", ""."", ""query"", ""terms"", ""["", ""match"", ""key"", ""]"", ""["", ""]"", ""except"", ""key"", ""error"", "":"", ""pass"", ""try"", "":"", ""if"", ""self"", ""."", ""query"", ""terms"", ""["", ""match"", ""key"", ""]"", ""="", ""="", ""{"", ""}"", "":"", ""del"", ""self"", ""."", ""query"", ""terms"", ""["", ""match"", ""key"", ""]"", ""except"", ""key"", ""error"", "":"", ""pass""]"
94,"def is_valid_ipv6_prefix(ipv6_prefix):
    

    
    if not isinstance(ipv6_prefix, str):
        return False

    tokens = ipv6_prefix.split()
    if len(tokens) != 2:
        return False

    
    return is_valid_ipv6(tokens[0]) and is_valid_ip_prefix(tokens[1], 128)","[""def"", ""is"", ""valid"", ""ipv"", ""6"", ""prefix"", ""("", ""ipv"", ""6"", ""prefix"", "")"", "":"", ""if"", ""not"", ""isinstance"", ""("", ""ipv"", ""6"", ""prefix"", "","", ""str"", "")"", "":"", ""return"", ""false"", ""tokens"", ""="", ""ipv"", ""6"", ""prefix"", ""."", ""split"", ""("", "")"", ""if"", ""len"", ""("", ""tokens"", "")"", ""!"", ""="", ""<"", ""num"", "">"", "":"", ""return"", ""false"", ""return"", ""is"", ""valid"", ""ipv"", ""6"", ""("", ""tokens"", ""["", ""<"", ""num"", "">"", ""]"", "")"", ""and"", ""is"", ""valid"", ""ip"", ""prefix"", ""("", ""tokens"", ""["", ""<"", ""num"", "">"", ""]"", "","", ""<"", ""num"", "">"", "")""]"
95,"def _sigma_pi_midE(self, Tp):
        
        m_p = self._m_p
        Qp = (Tp - self._Tth) / m_p
        multip = -6e-3 + 0.237 * Qp - 0.023 * Qp ** 2
        return self._sigma_inel(Tp) * multip","[""def"", ""sigma"", ""pi"", ""mid"", ""e"", ""("", ""self"", "","", ""tp"", "")"", "":"", ""m"", ""p"", ""="", ""self"", ""."", ""m"", ""p"", ""qp"", ""="", ""("", ""tp"", ""-"", ""self"", ""."", ""tth"", "")"", ""/"", ""m"", ""p"", ""multip"", ""="", ""-"", ""6"", ""e"", ""-"", ""<"", ""num"", "">"", ""+"", ""<"", ""num"", "">"", ""*"", ""qp"", ""-"", ""<"", ""num"", "">"", ""*"", ""qp"", ""*"", ""*"", ""<"", ""num"", "">"", ""return"", ""self"", ""."", ""sigma"", ""inel"", ""("", ""tp"", "")"", ""*"", ""multip""]"
96,"def _post_md5_skip_on_check(self, key, md5_match):
        
        
        with self._md5_meta_lock:
            src, rfile = self._md5_map.pop(key)
        uid = blobxfer.operations.upload.Uploader.create_unique_id(src, rfile)
        if md5_match:
            with self._upload_lock:
                self._upload_set.remove(uid)
                self._upload_total -= 1
            if self._general_options.dry_run:
                logger.info(.format(
                    src.absolute_path, rfile.path))
        else:
            if self._general_options.dry_run:
                with self._upload_lock:
                    self._upload_set.remove(uid)
                    self._upload_total -= 1
                logger.info(.format(
                    src.absolute_path, rfile.path))
            else:
                self._add_to_upload_queue(src, rfile, uid)","[""def"", ""post"", ""md"", ""5"", ""skip"", ""on"", ""check"", ""("", ""self"", "","", ""key"", "","", ""md"", ""5"", ""match"", "")"", "":"", ""with"", ""self"", ""."", ""md"", ""5"", ""meta"", ""lock"", "":"", ""src"", "","", ""rfile"", ""="", ""self"", ""."", ""md"", ""5"", ""map"", ""."", ""pop"", ""("", ""key"", "")"", ""uid"", ""="", ""blobxfer"", ""."", ""operations"", ""."", ""upload"", ""."", ""uploader"", ""."", ""create"", ""unique"", ""id"", ""("", ""src"", "","", ""rfile"", "")"", ""if"", ""md"", ""5"", ""match"", "":"", ""with"", ""self"", ""."", ""upload"", ""lock"", "":"", ""self"", ""."", ""upload"", ""set"", ""."", ""remove"", ""("", ""uid"", "")"", ""self"", ""."", ""upload"", ""total"", ""-"", ""="", ""<"", ""num"", "">"", ""if"", ""self"", ""."", ""general"", ""options"", ""."", ""dry"", ""run"", "":"", ""logger"", ""."", ""info"", ""("", ""."", ""format"", ""("", ""src"", ""."", ""absolute"", ""path"", "","", ""rfile"", ""."", ""path"", "")"", "")"", ""else"", "":"", ""if"", ""self"", ""."", ""general"", ""options"", ""."", ""dry"", ""run"", "":"", ""with"", ""self"", ""."", ""upload"", ""lock"", "":"", ""self"", ""."", ""upload"", ""set"", ""."", ""remove"", ""("", ""uid"", "")"", ""self"", ""."", ""upload"", ""total"", ""-"", ""="", ""<"", ""num"", "">"", ""logger"", ""."", ""info"", ""("", ""."", ""format"", ""("", ""src"", ""."", ""absolute"", ""path"", "","", ""rfile"", ""."", ""path"", "")"", "")"", ""else"", "":"", ""self"", ""."", ""add"", ""to"", ""upload"", ""queue"", ""("", ""src"", "","", ""rfile"", "","", ""uid"", "")""]"
